Id,SalePrice
1461,118036.56
1462,161247.3
1463,180013.33
1464,177872.75
1465,178009.28
1466,172732.14
1467,167492.42
1468,175162.62
1469,197737.03
1470,123331.45
1471,211683.8
1472,92894.54
1473,97949.945
1474,149916.9
1475,125093.75
1476,353415.88
1477,267253.12
1478,300945.84
1479,235760.52
1480,448767.1
1481,347694.78
1482,210331.34
1483,155746.0
1484,172047.31
1485,175575.22
1486,189569.95
1487,357973.66
1488,244448.9
1489,210054.66
1490,198238.28
1491,188656.77
1492,89853.414
1493,204476.14
1494,258387.88
1495,287380.53
1496,235711.55
1497,191986.11
1498,152801.28
1499,157233.86
1500,155751.17
1501,181228.31
1502,161652.48
1503,292126.7
1504,225507.39
1505,231156.39
1506,181178.38
1507,223107.11
1508,201358.14
1509,160377.17
1510,146105.95
1511,144439.5
1512,164738.1
1513,154376.11
1514,164076.08
1515,214854.94
1516,175743.75
1517,169870.83
1518,125155.51
1519,228157.8
1520,138337.81
1521,135938.88
1522,177777.02
1523,115758.76
1524,127656.086
1525,122815.016
1526,118246.375
1527,103481.88
1528,123507.86
1529,148866.44
1530,187679.36
1531,117181.59
1532,103321.56
1533,155378.06
1534,114555.92
1535,154155.44
1536,107790.26
1537,64645.797
1538,186923.62
1539,199843.78
1540,104162.29
1541,152944.38
1542,143589.67
1543,210863.56
1544,92889.72
1545,109256.95
1546,130656.445
1547,142028.94
1548,133425.86
1549,116588.24
1550,154344.88
1551,103851.75
1552,154611.64
1553,140772.48
1554,117594.89
1555,156879.89
1556,89827.29
1557,112656.86
1558,93592.53
1559,102436.04
1560,137276.06
1561,131095.97
1562,137080.9
1563,122406.75
1564,149608.23
1565,151176.95
1566,220820.7
1567,72811.17
1568,212447.3
1569,116954.875
1570,132623.2
1571,134727.28
1572,156120.03
1573,211994.67
1574,87569.016
1575,219288.78
1576,224361.48
1577,211122.78
1578,126597.18
1579,127904.4
1580,189815.62
1581,156780.97
1582,127665.734
1583,323252.4
1584,245407.33
1585,140161.73
1586,89760.08
1587,99917.68
1588,164269.58
1589,95352.98
1590,131502.73
1591,95211.016
1592,97973.77
1593,126199.84
1594,151920.08
1595,93686.92
1596,252115.16
1597,186887.11
1598,184878.89
1599,182919.12
1600,172555.25
1601,74489.445
1602,125490.06
1603,99096.195
1604,295803.9
1605,242292.64
1606,165456.98
1607,174594.14
1608,209490.86
1609,203056.39
1610,165091.48
1611,141843.97
1612,159925.92
1613,156384.8
1614,120685.02
1615,86439.57
1616,71416.24
1617,88198.195
1618,135132.12
1619,136753.62
1620,134865.06
1621,135562.77
1622,128386.586
1623,295924.47
1624,208918.12
1625,127674.36
1626,167822.58
1627,185087.25
1628,298724.47
1629,173266.9
1630,327950.66
1631,246544.92
1632,236988.31
1633,169545.84
