Id,SalePrice
1461,127432.32464141732
1462,153926.331
1463,182623.65261609908
1464,192640.8546744723
1465,192225.410625
1466,182977.74334848483
1467,170111.3066111111
1468,176521.76155111264
1469,179344.2586437247
1470,131107.39065237765
1471,209666.70776666666
1472,98269.65
1473,104031.4785
1474,152984.398
1475,126450.19333333333
1476,383499.68
1477,252248.22
1478,306533.206
1479,299119.289
1480,440153.433
1481,301492.922
1482,205292.85444638695
1483,186602.3447311037
1484,178208.84533333333
1485,184341.90913333333
1486,199647.02022377623
1487,307784.552
1488,235372.331
1489,210696.1653333333
1490,232365.466
1491,194443.75891849818
1492,101617.3116013986
1493,182762.04815789472
1494,291392.796
1495,279450.804
1496,242300.314
1497,181429.98266666665
1498,159994.299
1499,156936.271
1500,165014.26
1501,173927.183
1502,168915.07929813664
1503,276742.772
1504,229677.58835569985
1505,219695.8717051282
1506,177059.4783030303
1507,242253.772
1508,187533.64237014414
1509,157405.4122366771
1510,149934.27337995337
1511,149802.73702086316
1512,169330.731
1513,148174.72257142857
1514,157801.919
1515,188812.589
1516,154853.853
1517,157500.97507692306
1518,137145.19099469698
1519,226485.65195238093
1520,140677.39112298813
1521,143202.4257857698
1522,161817.77392857143
1523,117843.09121115203
1524,121798.7133071622
1525,129256.68230764322
1526,128499.85350480075
1527,116173.88839935065
1528,126098.5336563508
1529,141807.77734605508
1530,167634.79742857144
1531,142221.804
1532,104656.827
1533,141860.00942857144
1534,118925.53941702741
1535,151743.2503333333
1536,121002.30323809524
1537,106430.57
1538,154162.902
1539,192775.711
1540,124665.949
1541,136202.15235247434
1542,133368.3493012704
1543,181341.89885714286
1544,95238.649
1545,107648.15228571428
1546,131172.42488461538
1547,136924.21333333332
1548,124796.47457992009
1549,117117.63406535947
1550,139182.42871794873
1551,121669.05069444445
1552,150964.91
1553,139882.69
1554,123166.77314285713
1555,172116.59963157895
1556,107901.39633333332
1557,111168.317
1558,106240.20855555555
1559,114398.979
1560,144156.317
1561,146128.928
1562,131139.06552380952
1563,126552.29692036293
1564,164543.5406666667
1565,158964.6683333333
1566,222210.716
1567,94747.335
1568,224024.098
1569,158176.23386324785
1570,148212.94747252745
1571,131620.95285714284
1572,140772.20740564357
1573,239074.534
1574,131751.17942857143
1575,226133.62
1576,244266.405
1577,200154.83496630038
1578,143387.08643686867
1579,146980.63220979023
1580,187223.22580475744
1581,147787.857
1582,126951.77796417526
1583,307242.812
1584,234434.32507142855
1585,141201.965
1586,92507.781
1587,114686.92353030303
1588,146397.3400865801
1589,110213.79305555555
1590,133875.25917501343
1591,102001.80866666665
1592,133163.986
1593,124671.4474642857
1594,133352.873
1595,124378.67733333333
1596,210693.233
1597,173481.568
1598,189622.3135338346
1599,185264.902
1600,189470.39
1601,87497.44633333333
1602,115726.32404329005
1603,102647.0235
1604,279402.456
1605,248973.75295093795
1606,167817.888
1607,170168.853
1608,222903.77646153845
1609,195768.7298591575
1610,167548.34086147186
1611,151460.24436691086
1612,189039.95919999998
1613,179349.84213131314
1614,126699.39766666666
1615,95639.765
1616,91283.715
1617,91487.075
1618,125517.96600395301
1619,142127.57154010696
1620,176118.213
1621,145513.9021017316
1622,144706.31032467532
1623,264175.839
1624,226573.905
1625,128174.99707361795
1626,167941.60157142856
1627,186799.0051327231
1628,269697.229
1629,177241.26992982457
1630,317615.723
1631,198580.8536666667
1632,231445.346
1633,179847.337
1634,189621.36551465202
1635,182531.45750736105
1636,171194.5465858586
1637,183961.35608225106
1638,200601.84183778966
1639,180134.18785134712
1640,230473.655
1641,177762.98510242935
1642,232251.8688181818
1643,221938.7768333333
1644,224026.79407792207
1645,190721.30494407896
1646,160199.54066666667
1647,163648.19645528155
1648,140714.95371794872
1649,141214.31233720665
1650,124692.6939240759
1651,124445.66460667002
1652,96653.083
1653,99471.991
1654,153428.727
1655,148285.376
1656,148250.34891666667
1657,152373.09966666665
1658,157916.99516666666
1659,128624.11303947367
1660,163102.27376190477
1661,410532.865
1662,336889.078
1663,356978.75
1664,427761.245
1665,318187.902
1666,326400.491
1667,347828.127
1668,335349.219
1669,298627.769
1670,343232.75
1671,261434.763
1672,409318.913
1673,295083.111
1674,250454.01166666666
1675,198005.2829871795
1676,199961.5905
1677,215764.23846153845
1678,431957.143
1679,369143.837
1680,324426.324
1681,268790.258
1682,311330.391
1683,193698.6992591575
1684,177759.4167128788
1685,177740.72333787876
1686,173578.42908333335
1687,178363.22625454544
1688,196498.58714285714
1689,196521.70999401432
1690,189587.71924679488
1691,185546.2555413601
1692,263919.683
1693,178666.94700289855
1694,184092.1552778099
1695,171595.6473016302
1696,264113.1414285714
1697,171263.30958301548
1698,318215.8
1699,310731.395
1700,253524.757
1701,262040.205
1702,251756.672
1703,253517.33433333333
1704,275329.11147619045
1705,240544.463
1706,404268.639
1707,225814.158
1708,212036.2448888889
1709,259164.1
1710,226259.792
1711,278773.631
1712,256981.757
1713,272148.693
1714,215908.49253846155
1715,205239.7762884615
1716,179734.28030555559
1717,170434.26865476192
1718,128919.644
1719,207231.46044444444
1720,242902.265
1721,167744.57341666668
1722,127412.577
1723,160136.07136363638
1724,217515.29766666665
1725,232832.61683333333
1726,194860.83
1727,177367.0078901099
1728,189360.05310866778
1729,164737.45733333332
1730,156656.178
1731,127911.1643034382
1732,133820.46018799327
1733,125916.64390363284
1734,131949.41983948933
1735,139462.7842420262
1736,122792.6405596384
1737,287179.154
1738,223166.147
1739,257555.528
1740,232490.021
1741,203323.712
1742,171897.031
1743,176233.422
1744,282711.777
1745,208927.633
1746,212136.071
1747,207669.0490625
1748,211503.302
1749,165087.7513125
1750,139606.8146064491
1751,217149.94571428574
1752,123185.77623452099
1753,149368.64708080806
1754,188427.0543333333
1755,172799.701
1756,126674.15227095841
1757,120075.85169614578
1758,158223.03614884135
1759,163142.1313125
1760,166014.7720952381
1761,152298.17294203644
1762,180107.045
1763,174376.5746153846
1764,125439.14621224537
1765,168704.5600909091
1766,175954.16933333332
1767,202476.31507692309
1768,144329.41743065236
1769,164186.9913809524
1770,148380.33284289396
1771,134389.23168492617
1772,141695.88034615386
1773,143329.4656871345
1774,148996.64601893938
1775,134353.71275008327
1776,124884.37320083551
1777,119300.52053282829
1778,139509.6823889248
1779,126505.89366666666
1780,168064.03466666664
1781,130973.21070548863
1782,108239.43975
1783,143368.149
1784,117603.09485714286
1785,123662.32321825398
1786,160734.6244791667
1787,167946.04275
1788,86217.807
1789,108239.375
1790,103723.34058446456
1791,181932.008
1792,150382.84966099216
1793,148303.86260418076
1794,144678.5841111111
1795,138320.96388263127
1796,145499.453
1797,119522.25033333334
1798,129604.4518932502
1799,116018.7064559052
1800,135635.04578181685
1801,127663.54833589745
1802,135252.0214030366
1803,155708.61185714285
1804,146378.253
1805,139756.2908522397
1806,120433.14947368423
1807,133098.004
1808,130004.405
1809,123040.059
1810,142921.4967777778
1811,111101.198
1812,102697.506
1813,119326.51093345543
1814,104105.78465406163
1815,77913.553
