Id,SalePrice
1461,145000.0
1462,135000.0
1463,140000.0
1464,140000.0
1465,189000.0
1466,215000.0
1467,140000.0
1468,140000.0
1469,140000.0
1470,140000.0
1471,144000.0
1472,140000.0
1473,140000.0
1474,148500.0
1475,148500.0
1476,190000.0
1477,190000.0
1478,190000.0
1479,190000.0
1480,386250.0
1481,190000.0
1482,190000.0
1483,190000.0
1484,190000.0
1485,174000.0
1486,190000.0
1487,250000.0
1488,190000.0
1489,190000.0
1490,275000.0
1491,190000.0
1492,140000.0
1493,140000.0
1494,270000.0
1495,190000.0
1496,190000.0
1497,140000.0
1498,235128.0
1499,155000.0
1500,155000.0
1501,174000.0
1502,155000.0
1503,394432.0
1504,185000.0
1505,185000.0
1506,140000.0
1507,140000.0
1508,140000.0
1509,140000.0
1510,140000.0
1511,140000.0
1512,140000.0
1513,140000.0
1514,125000.0
1515,140000.0
1516,140000.0
1517,130000.0
1518,140000.0
1519,190000.0
1520,135000.0
1521,135000.0
1522,140000.0
1523,135000.0
1524,135000.0
1525,135000.0
1526,140000.0
1527,140000.0
1528,135000.0
1529,140000.0
1530,140000.0
1531,140000.0
1532,135000.0
1533,140000.0
1534,130000.0
1535,140000.0
1536,135000.0
1537,60000.0
1538,117500.0
1539,140000.0
1540,200000.0
1541,140000.0
1542,140000.0
1543,140000.0
1544,135000.0
1545,135000.0
1546,140000.0
1547,140000.0
1548,135000.0
1549,140000.0
1550,140000.0
1551,140000.0
1552,135000.0
1553,135000.0
1554,135000.0
1555,135000.0
1556,155000.0
1557,140000.0
1558,110000.0
1559,135000.0
1560,135000.0
1561,135000.0
1562,130000.0
1563,135000.0
1564,140000.0
1565,130000.0
1566,275000.0
1567,140000.0
1568,260000.0
1569,140000.0
1570,140000.0
1571,135000.0
1572,135000.0
1573,190000.0
1574,140000.0
1575,275000.0
1576,171000.0
1577,230000.0
1578,140000.0
1579,145000.0
1580,140000.0
1581,85000.0
1582,135000.0
1583,350000.0
1584,190000.0
1585,140000.0
1586,160000.0
1587,140000.0
1588,135000.0
1589,140000.0
1590,140000.0
1591,135000.0
1592,140000.0
1593,140000.0
1594,200000.0
1595,135000.0
1596,140000.0
1597,140000.0
1598,190000.0
1599,275000.0
1600,275000.0
1601,144000.0
1602,140000.0
1603,135000.0
1604,275000.0
1605,143000.0
1606,140000.0
1607,160000.0
1608,190000.0
1609,394432.0
1610,160000.0
1611,140000.0
1612,140000.0
1613,160000.0
1614,85000.0
1615,80000.0
1616,135000.0
1617,135000.0
1618,135000.0
1619,140000.0
1620,87000.0
1621,143000.0
1622,135000.0
1623,275000.0
1624,143000.0
1625,140000.0
1626,140000.0
1627,140000.0
1628,190000.0
1629,140000.0
1630,501837.0
1631,140000.0
1632,190000.0
1633,155000.0
1634,140000.0
1635,190000.0
1636,140000.0
1637,135000.0
1638,290000.0
1639,140000.0
1640,190000.0
1641,140000.0
1642,185000.0
1643,214000.0
1644,190000.0
1645,250000.0
1646,140000.0
1647,140000.0
1648,140000.0
1649,135000.0
1650,140000.0
1651,140000.0
1652,135000.0
1653,135000.0
1654,148500.0
1655,148500.0
1656,148500.0
1657,148500.0
1658,148500.0
1659,148500.0
1660,140000.0
1661,360000.0
1662,263435.0
1663,140000.0
1664,386250.0
1665,190000.0
1666,190000.0
1667,274725.0
1668,451950.0
1669,190000.0
1670,190000.0
1671,190000.0
1672,501837.0
1673,190000.0
1674,190000.0
1675,190000.0
1676,190000.0
1677,190000.0
1678,386250.0
1679,423000.0
1680,190000.0
1681,190000.0
1682,190000.0
1683,190000.0
1684,174000.0
1685,174000.0
1686,190000.0
1687,174000.0
1688,190000.0
1689,190000.0
1690,190000.0
1691,174000.0
1692,190000.0
1693,174000.0
1694,140000.0
1695,140000.0
1696,214000.0
1697,140000.0
1698,248000.0
1699,270000.0
1700,290000.0
1701,290000.0
1702,190000.0
1703,190000.0
1704,190000.0
1705,190000.0
1706,501837.0
1707,190000.0
1708,190000.0
1709,190000.0
1710,190000.0
1711,185000.0
1712,485000.0
1713,307000.0
1714,185000.0
1715,185000.0
1716,179900.0
1717,201000.0
1718,140000.0
1719,190000.0
1720,190000.0
1721,159000.0
1722,140000.0
1723,112000.0
1724,190000.0
1725,190000.0
1726,201000.0
1727,179200.0
1728,112000.0
1729,140000.0
1730,140000.0
1731,110000.0
1732,140000.0
1733,140000.0
1734,135000.0
1735,110000.0
1736,139000.0
1737,260000.0
1738,290000.0
1739,200000.0
1740,190000.0
1741,185000.0
1742,174000.0
1743,155000.0
1744,190000.0
1745,136500.0
1746,275000.0
1747,140000.0
1748,185000.0
1749,139000.0
1750,135000.0
1751,140000.0
1752,135000.0
1753,140000.0
1754,140000.0
1755,165000.0
1756,140000.0
1757,135000.0
1758,140000.0
1759,140000.0
1760,140000.0
1761,140000.0
1762,140000.0
1763,140000.0
1764,130000.0
1765,82000.0
1766,190000.0
1767,250000.0
1768,135000.0
1769,140000.0
1770,135000.0
1771,135000.0
1772,135000.0
1773,135000.0
1774,140000.0
1775,135000.0
1776,140000.0
1777,135000.0
1778,135000.0
1779,140000.0
1780,140000.0
1781,135000.0
1782,135000.0
1783,140000.0
1784,135000.0
1785,135000.0
1786,475000.0
1787,140000.0
1788,60000.0
1789,140000.0
1790,135000.0
1791,200000.0
1792,140000.0
1793,140000.0
1794,140000.0
1795,135000.0
1796,140000.0
1797,140000.0
1798,135000.0
1799,135000.0
1800,135000.0
1801,135000.0
1802,140000.0
1803,140000.0
1804,140000.0
1805,135000.0
1806,110000.0
1807,200000.0
1808,140000.0
1809,140000.0
1810,140000.0
1811,67000.0
1812,135000.0
1813,135000.0
1814,140000.0
1815,60000.0
1816,130000.0
1817,170000.0
1818,140000.0
1819,135000.0
1820,135000.0
1821,115000.0
1822,140000.0
1823,139000.0
1824,140000.0
1825,140000.0
1826,135000.0
1827,135000.0
1828,120000.0
1829,140000.0
1830,140000.0
1831,135000.0
1832,135000.0
1833,135000.0
1834,140000.0
1835,200000.0
1836,140000.0
1837,140000.0
